,symboling,name,fueltypes,aspiration,doornumbers,carbody,drivewheels,enginelocation,wheelbase,carlength,carwidth,carheight,curbweight,enginetype,cylindernumber,enginesize,fuelsystem,boreratio,stroke,compressionratio,horsepower,peakrpm,citympg,highwaympg,price
10,0.9374999999999999,79.0,1.0,0.0,1.0,2.0,0.0,0.0,-0.9302113215854032,-1.4037110544031803,-1.0066753825633112,0.7721940560306237,-0.6401787247280414,4.0,2.0,-0.4604830780447499,1.0,1.1033775461373831,-2.015794701970798,-0.3440561125723099,-0.8133620319272472,-1.554208173918774,0.2004805612859123,0.10922523112542305,-0.7436257156709214
11,0.125,36.0,1.0,0.0,1.0,2.0,1.0,0.0,-0.963255718303007,-1.258125098482729,-0.8227078685613219,0.12478474851942314,-1.2933482963453031,3.0,2.0,-0.8721911923245539,1.0,-1.070652429752647,-0.3510692165814846,-0.26366829475545817,-0.9377319747903742,-0.3183317946580628,1.0486675513416939,1.236384575007369,-0.9367851169023792
12,-0.6875,59.0,1.0,0.0,0.0,4.0,2.0,0.0,2.5229281354041535,1.960942149091726,1.1089510284595396,1.1768248732251239,1.3673571645073666,2.0,2.0,-0.1698655856119471,4.0,0.5138100950485612,-3.4846701302554877,-0.4244439303891611,-0.2661342833294884,-0.3183317946580628,-0.986981224792182,-1.017934112756523,0.4209666424168861
13,0.125,86.0,1.0,0.0,1.0,2.0,2.0,0.0,-0.7319449412797823,-0.48166666690698173,-0.9146916255623165,-0.4821614772723269,-0.5249135062073481,0.0,2.0,-0.7026643217387523,4.0,-0.29684515019856733,-0.5795609498702134,-0.15648453766632273,0.15672352240514342,2.977338550037167,0.2004805612859123,-0.2128202956979901,-0.495771974700848
14,-0.6875,26.0,1.0,0.0,0.0,3.0,1.0,0.0,-0.40150097410374824,0.06023661346359361,-0.3627890835563552,0.12478474851942314,-0.20793415527544157,3.0,2.0,-0.41204682930594944,4.0,-0.6284768414360304,1.0525228593349965,-0.26366829475545817,-0.11689035189373599,1.3295033776895522,-0.13879423473640035,-0.3738430591096967,-0.059370064889457744
15,1.7499999999999998,64.0,1.0,1.0,1.0,2.0,2.0,0.0,-0.5006341642565575,-0.11770177710584996,0.14312157994910563,-1.4532754385391264,0.47020954702130385,3.0,2.0,0.7019868916864613,5.0,0.9928336490582281,1.9664897924899134,-0.799587080201135,0.9775651453017816,-0.3183317946580628,-0.986981224792182,-1.017934112756523,-0.08255431662877727
16,0.9374999999999999,50.0,1.0,0.0,1.0,2.0,1.0,0.0,-0.8641225281501954,-1.4037110544031803,-0.7307241115603272,-1.2104969482224286,-1.0935552509094348,3.0,2.0,-0.8479730679551537,1.0,-1.2917402239109534,-0.08993580710865078,-0.15648453766632273,-0.9377319747903742,0.7115651880591966,1.0486675513416939,1.236384575007369,-0.8632615782373548
17,0.125,63.0,1.0,1.0,1.0,2.0,1.0,0.0,-0.8641225281501954,-1.4037110544031803,-1.0066753825633112,-1.2104969482224286,-0.8553404659666688,3.0,2.0,-0.7026643217387523,5.0,-1.070652429752647,0.4323310118370169,-0.638811444567432,-0.09201636332111059,0.7115651880591966,-0.13879423473640035,-0.05179753228628352,-0.6982819305012026
18,0.125,18.0,1.0,0.0,0.0,3.0,1.0,0.0,-0.8641225281501954,-1.4037110544031803,-1.0066753825633112,-1.291423111661327,-1.122371555539608,3.0,2.0,-0.8964093166939542,1.0,-1.2917402239109534,-0.08993580710865078,-0.15648453766632273,-0.9377319747903742,0.7115651880591966,1.0486675513416939,1.236384575007369,-0.7428571769392313
19,0.9374999999999999,74.0,1.0,1.0,0.0,3.0,1.0,0.0,0.028076183225095086,0.9661047836352984,0.23510533695010027,0.9340463829084232,0.5259210693063056,0.0,2.0,-0.14564746124254685,4.0,0.8085938205929721,-0.6122026260543184,-0.26366829475545817,1.3506749738911625,0.7115651880591966,-0.986981224792182,-0.6958885859331098,0.6675394855008093
20,-1.5,102.0,1.0,0.0,0.0,3.0,2.0,0.0,1.6802960191052654,1.1440431742047419,1.338910420962023,0.6912678925917226,0.7276352017175188,3.0,2.0,0.33871502614545784,4.0,1.6929449972262034,-0.3510692165814846,-0.12968859839403898,0.2064714995503942,0.5055857915157447,-0.3084316327475567,-0.3738430591096967,0.44018011070913987
21,-0.6875,62.0,1.0,1.0,0.0,3.0,2.0,0.0,1.4985518371584474,0.9741928922975454,1.0629591499590392,0.8935833011889727,1.0695886833289088,2.0,2.0,0.16918815555965622,4.0,1.0665295804443309,-0.15521915947685924,-0.799587080201135,0.9029431795839054,0.9175445846026484,-1.1566186228033384,-1.017934112756523,0.6073372848517475
22,0.125,1.0,1.0,0.0,1.0,2.0,2.0,0.0,-0.7319449412797823,-0.2794639503507974,-0.22481344805486644,-0.5630876407112281,0.4798149818980283,5.0,3.0,0.6051143942088605,4.0,-2.3603312290094425,0.6934644213098506,-0.26366829475545817,1.2014310424554102,-0.3183317946580628,-0.986981224792182,-0.6958885859331098,0.3959891336369562
23,0.9374999999999999,47.0,1.0,0.0,1.0,2.0,1.0,0.0,-0.8641225281501954,-1.4037110544031803,-0.7307241115603272,-1.2104969482224286,-1.208820469430128,3.0,2.0,-0.8479730679551537,1.0,-1.2917402239109534,-0.08993580710865078,-0.15648453766632273,-0.9377319747903742,0.7115651880591966,1.0486675513416939,1.236384575007369,-0.9247446767725668
24,0.9374999999999999,31.0,1.0,0.0,1.0,2.0,2.0,0.0,-0.48411196589775674,-0.16623042907933375,-0.3627890835563552,-0.9677184579057281,0.30883824109233327,3.0,2.0,-0.19408370998134733,6.0,0.4032661979694079,-0.08993580710865078,-0.2100764162108907,-0.3905042261926154,-0.3183317946580628,-0.13879423473640035,-0.2128202956979901,-0.30235639389216024
25,0.125,65.0,1.0,0.0,0.0,3.0,1.0,0.0,-0.8641225281501954,-0.5949001881784431,-1.0066753825633112,-1.2104969482224286,-0.7343119865199409,3.0,2.0,-0.7026643217387523,1.0,-1.2917402239109534,-0.08993580710865078,-0.15648453766632273,-0.9377319747903742,0.7115651880591966,1.0486675513416939,1.236384575007369,-0.7428571769392313
26,1.7499999999999998,70.0,1.0,0.0,1.0,1.0,2.0,1.0,-1.5580548592198673,-0.4654904495824856,-0.45477284055734984,-0.886792294466827,0.35110215454992083,4.0,3.0,1.6222756177236703,4.0,1.5455531344539994,-1.1671111211840897,-0.12968859839403898,2.5197524368045565,1.535482774233004,-1.3262560208144947,-0.8569113493448164,2.641146948481115
27,0.125,49.0,1.0,0.0,0.0,3.0,1.0,0.0,-0.4345453708213521,-0.18240664640382756,-0.2708053265553605,-0.886792294466827,-0.40004285280993035,3.0,2.0,-0.12142933687314662,1.0,0.10848247242499694,0.6608227451257457,-0.3976479911168774,-0.4402522033378662,-0.3183317946580628,0.030843163274755968,0.2702479945371296,-0.8222728458805468
28,0.9374999999999999,77.0,1.0,0.0,1.0,2.0,1.0,0.0,-0.8641225281501954,-1.4360634890521704,-1.1906428965652973,-0.0370675783583763,-1.00518525004357,4.0,2.0,-0.7268824461081524,1.0,1.1033775461373831,-2.9297616351257165,-0.26366829475545817,-0.9128579862177488,-0.5243111912015147,1.0486675513416939,0.914339048183956,-1.0619288403792586
29,-0.6875,28.0,1.0,0.0,0.0,4.0,1.0,0.0,-0.40150097410374824,-1.4198872717276765,-0.9606835040628139,1.8242341807363216,-1.055133511402537,3.0,2.0,-0.8479730679551537,0.0,-1.4759800523762112,0.4976143642052253,-0.2100764162108907,-0.7387400662093709,1.741462170776456,0.8790301533305376,0.5922935213605428,-0.7830773705643491
30,-0.6875,61.0,0.0,1.0,0.0,4.0,2.0,0.0,2.5229281354041535,1.960942149091726,1.1089510284595396,1.9860865076141239,1.7515745595763441,2.0,2.0,0.6051143942088605,3.0,1.398161271681794,0.8566728022303711,2.9518444179186027,-0.2661342833294884,-2.069156665277404,0.030843163274755968,-0.8569113493448164,0.46964076209059563
31,0.125,40.0,1.0,0.0,1.0,2.0,1.0,0.0,-0.02149041185130955,0.254351221357531,0.23510533695010027,-0.0370675783583763,-0.3616211133030326,3.0,2.0,-0.12142933687314662,1.0,0.25587433519720243,0.4323310118370169,-0.37085205184459363,-0.5397481576283678,-0.7302905877449666,0.2004805612859123,0.2702479945371296,-0.36038106813476656
32,0.125,17.0,1.0,0.0,1.0,2.0,1.0,0.0,-0.8641225281501954,-1.4037110544031803,-1.0066753825633112,-1.2104969482224286,-1.3394543837535806,3.0,2.0,-0.8964093166939542,1.0,-1.2917402239109534,-0.08993580710865078,-0.15648453766632273,-0.9377319747903742,0.7115651880591966,1.0486675513416939,1.236384575007369,-0.9006637965129421
33,0.9374999999999999,75.0,1.0,0.0,0.0,3.0,1.0,0.0,0.028076183225095086,0.9661047836352984,0.23510533695010027,0.9340463829084232,0.3549443285006106,3.0,2.0,-0.14564746124254685,4.0,0.8085938205929721,-0.6122026260543184,-0.18328047693860647,0.10697554525989261,0.19661669670056683,-0.6477064287698693,-0.3738430591096967,0.26918024290808146
34,-0.6875,98.0,0.0,1.0,0.0,3.0,1.0,0.0,0.24286476188951908,0.4484658292514661,0.41907285095208957,0.5294155657139232,0.011069759913875652,3.0,2.0,-0.7268824461081524,3.0,-1.1443483611387497,0.46497268802112035,3.4877632033642794,-0.9377319747903742,-1.348228777375322,1.3879423473640065,1.236384575007369,0.055910744864064776
35,0.125,24.0,1.0,0.0,1.0,2.0,1.0,0.0,-0.8641225281501954,-1.9941429867472396,-0.9146916255623165,-0.4821614772723269,-1.2165048173315076,3.0,2.0,-0.8479730679551537,0.0,-1.5128280180692617,0.4976143642052253,-0.2100764162108907,-0.7387400662093709,1.741462170776456,0.8790301533305376,0.5922935213605428,-0.8811941486434584
36,-0.6875,8.0,1.0,0.0,0.0,3.0,2.0,0.0,0.37504234875993225,0.1734701347350573,-0.5467565975583445,0.20571091195832142,-0.3424102435495837,3.0,2.0,-0.4604830780447499,4.0,0.6612019578207666,-1.493527883025132,-0.31726017330002565,-0.11689035189373599,1.3295033776895522,-0.3084316327475567,-0.2128202956979901,0.45042729379834184
37,-1.5,107.0,1.0,1.0,0.0,4.0,2.0,0.0,0.8872304978827841,1.1440431742047419,0.5570484864535783,1.5005295269807226,1.1214580316632208,3.0,2.0,0.07231565808205527,4.0,1.1033775461373831,-0.3510692165814846,-0.6656073838397157,1.4004229510364135,-0.11235239811461097,-1.3262560208144947,-1.3399796395799362,0.7098091157437675
38,0.125,85.0,1.0,0.0,1.0,3.0,2.0,0.0,-0.7319449412797823,-0.48166666690698173,-0.9146916255623165,-0.4821614772723269,-0.7765758999775284,3.0,2.0,-0.7026643217387523,1.0,-0.481084978663825,-0.7427693307907354,-0.26366829475545817,-0.8879839976451234,-0.7302905877449666,0.7093927553193813,0.5922935213605428,-0.685344861851085
39,0.125,5.0,1.0,0.0,0.0,3.0,1.0,0.0,1.1350634732648095,1.4594794120323877,2.48870738347444,0.7721940560306237,0.5201578083802709,3.0,1.0,0.21762440429845667,4.0,-0.481084978663825,0.46497268802112035,-0.3976479911168774,0.10697554525989261,0.7115651880591966,-0.986981224792182,-0.8569113493448164,0.5509777778611366
40,0.125,19.0,1.0,1.0,1.0,3.0,1.0,0.0,-0.8641225281501954,-1.4037110544031803,-1.0066753825633112,-1.291423111661327,-0.7343119865199409,3.0,2.0,-0.7026643217387523,4.0,-1.070652429752647,0.4323310118370169,-0.638811444567432,-0.09201636332111059,0.7115651880591966,-0.13879423473640035,-0.05179753228628352,-0.6212999675435725
41,1.7499999999999998,69.0,1.0,0.0,1.0,1.0,2.0,1.0,-1.5580548592198673,-0.4654904495824856,-0.45477284055734984,-0.886792294466827,0.35110215454992083,4.0,3.0,1.6222756177236703,4.0,1.5455531344539994,-1.1671111211840897,-0.12968859839403898,2.5197524368045565,1.535482774233004,-1.3262560208144947,-0.8569113493448164,2.4490122655585775
42,-2.3125,103.0,1.0,0.0,0.0,3.0,2.0,0.0,0.8872304978827841,1.1440431742047419,0.5570484864535783,0.9745094646278738,0.6949767231366557,3.0,2.0,0.33871502614545784,4.0,1.6929449972262034,-0.3510692165814846,-0.12968859839403898,0.2064714995503942,0.5055857915157447,-0.13879423473640035,-0.3738430591096967,0.3300228925002183
43,-0.6875,77.0,1.0,0.0,0.0,3.0,1.0,0.0,-0.28584558559213585,-0.21475908105281752,-0.2708053265553605,-0.5226245589917775,-0.8226819873858057,4.0,2.0,-0.4604830780447499,1.0,1.1033775461373831,-2.015794701970798,-0.12968859839403898,-0.5894961347736186,-0.7302905877449666,1.2183049493528502,1.0753618115956625,-0.8047245448402883
44,0.9374999999999999,5.0,1.0,0.0,0.0,3.0,0.0,0.0,0.07764277830150207,0.15729391741056117,0.18911345844960623,0.20571091195832142,0.48173606887337317,3.0,1.0,0.21762440429845667,4.0,-0.481084978663825,0.46497268802112035,-0.5316276874782966,0.2313454881230196,0.7115651880591966,-1.1566186228033384,-1.3399796395799362,0.51767443282123
45,0.125,26.0,1.0,0.0,1.0,2.0,1.0,0.0,-0.8641225281501954,-1.9941429867472396,-0.9146916255623165,-0.4821614772723269,-1.4143767757920311,3.0,2.0,-1.1628086847573567,0.0,-1.5128280180692617,-0.6122026260543184,0.031087037239663957,-1.1367238833713773,0.7115651880591966,2.236129337419788,1.8804756286541953,-1.0259356097784367
46,-0.6875,60.0,1.0,0.0,0.0,4.0,2.0,0.0,2.5229281354041535,1.960942149091726,1.1089510284595396,1.9860865076141239,1.2616973808633978,2.0,2.0,-0.1698655856119471,4.0,0.5138100950485612,-0.2205025118450677,-0.4244439303891611,-0.2163863061842376,-0.3183317946580628,-0.986981224792182,-1.017934112756523,-0.12405540814004538
47,0.9374999999999999,99.0,0.0,1.0,0.0,3.0,1.0,0.0,-0.2693233872333351,-0.23902340703956054,-0.22481344805486644,0.7721940560306237,-0.4884128536757952,3.0,2.0,-0.7268824461081524,3.0,-1.1443483611387497,0.46497268802112035,3.4877632033642794,-0.9377319747903742,-1.348228777375322,2.066491939408632,1.8804756286541953,-0.5012798356112941
48,-0.6875,59.0,1.0,0.0,0.0,3.0,2.0,0.0,1.4820296387996468,0.9741928922975454,1.1089510284595396,1.1768248732251239,0.96392889968494,2.0,2.0,-0.1698655856119471,4.0,0.5138100950485612,-0.2205025118450677,-0.4244439303891611,-0.2163863061842376,-0.3183317946580628,-0.986981224792182,-1.017934112756523,0.41264080615690946
49,-0.6875,79.0,1.0,0.0,0.0,4.0,0.0,0.0,-0.3354121806685405,-0.08534934245686002,-0.2708053265553605,0.44848940227502204,-0.2943830691659615,4.0,2.0,-0.4604830780447499,1.0,1.1033775461373831,-2.015794701970798,-0.26366829475545817,-0.5894961347736186,-0.7302905877449666,-0.3084316327475567,-0.2128202956979901,-0.6911089023387612
50,0.9374999999999999,8.0,1.0,0.0,1.0,3.0,2.0,0.0,0.37504234875993225,0.1734701347350573,-0.5467565975583445,0.20571091195832142,-0.3424102435495837,3.0,2.0,-0.4604830780447499,4.0,0.6612019578207666,-1.493527883025132,-0.31726017330002565,-0.11689035189373599,1.3295033776895522,-0.3084316327475567,-0.2128202956979901,0.38702284843390444
51,-0.6875,42.0,1.0,0.0,0.0,3.0,1.0,0.0,-0.02149041185130955,0.254351221357531,0.23510533695010027,0.6912678925917226,-0.3135939389194104,3.0,2.0,-0.12142933687314662,1.0,0.25587433519720243,0.4323310118370169,-0.37085205184459363,-0.5397481576283678,-0.7302905877449666,0.2004805612859123,0.2702479945371296,-0.4052124941500253
52,0.125,66.0,1.0,0.0,1.0,2.0,1.0,0.0,-0.8641225281501954,-1.4037110544031803,-1.0066753825633112,-1.2104969482224286,-1.2587687307890953,3.0,2.0,-0.8964093166939542,1.0,-1.2917402239109534,-0.08993580710865078,-0.15648453766632273,-0.9377319747903742,0.7115651880591966,2.066491939408632,1.7194528652424887,-1.0037760763480372
53,0.125,88.0,1.0,0.0,1.0,2.0,1.0,0.0,-0.5336785609741613,-1.2904775331317189,-1.0986591395643026,0.2866370753972226,-1.1300559034409878,3.0,2.0,-0.8479730679551537,1.0,-0.9969564983665441,-0.7427693307907354,-0.26366829475545817,-1.0869759062261266,-0.7302905877449666,1.7272171433863193,1.3974073384190757,-1.032468188997803
54,0.9374999999999999,92.0,1.0,0.0,1.0,1.0,2.0,0.0,-0.08757920528651496,0.12494148276157122,-0.1788215695543724,-0.7249399675890275,0.20317845744836444,3.0,2.0,0.45980564799245904,4.0,1.1033775461373831,0.7913894498621626,-0.18328047693860647,0.256219476695645,-0.7302905877449666,-0.13879423473640035,-0.05179753228628352,-0.28301483581129144
55,1.7499999999999998,2.0,1.0,0.0,1.0,0.0,2.0,0.0,-1.7067546444490835,-0.4735785582447325,-0.8686997470618225,-2.019758582611429,-0.04848393632181587,0.0,2.0,0.07231565808205527,4.0,0.5506580607416134,-1.885227997234381,-0.26366829475545817,0.13184953383251802,-0.3183317946580628,-0.6477064287698693,-0.5348658225214032,0.011079318848806018
56,0.9374999999999999,97.0,0.0,0.0,0.0,3.0,1.0,0.0,-0.2693233872333351,-0.23902340703956054,-0.22481344805486644,0.7721940560306237,-0.594072637319764,3.0,2.0,-0.7268824461081524,3.0,-1.1443483611387497,0.46497268802112035,3.4877632033642794,-1.3357157919523805,-0.7302905877449666,2.066491939408632,2.5245666823010215,-0.6934145185338316
57,0.9374999999999999,94.0,1.0,0.0,1.0,3.0,1.0,0.0,-0.2693233872333351,-0.23902340703956054,-0.22481344805486644,0.7721940560306237,-0.6997324209637329,3.0,2.0,-0.4362649536753497,4.0,-0.481084978663825,0.46497268802112035,-0.26366829475545817,-0.5148741690557423,0.19661669670056683,0.37011795929706864,0.5922935213605428,-0.6959763143061322
58,-1.5,14.0,0.0,1.0,0.0,3.0,2.0,0.0,2.754238912427376,2.260202169594878,2.6266830189759287,1.0149725463473216,2.299084347549637,3.0,1.0,1.3558762496602677,3.0,0.9559856833651776,1.2483729164396218,3.0858241142800216,0.4303373967040228,-1.6571978721905,-0.478069030758713,-0.8569113493448164,2.3301449417238342
59,-1.5,105.0,0.0,1.0,0.0,3.0,2.0,0.0,1.6802960191052654,1.1440431742047419,1.338910420962023,0.6912678925917226,1.236723250183914,3.0,3.0,0.4355875236230588,3.0,-1.1443483611387497,0.46497268802112035,3.4877632033642794,0.007479590969391012,-0.7302905877449666,0.2004805612859123,-0.5348658225214032,1.1606851716686557
60,-0.6875,38.0,1.0,0.0,0.0,2.0,1.0,0.0,-0.02149041185130955,0.254351221357531,0.23510533695010027,0.6912678925917226,-0.2847776342892371,3.0,2.0,-0.12142933687314662,1.0,0.25587433519720243,0.4323310118370169,-0.37085205184459363,-0.5397481576283678,-0.7302905877449666,0.2004805612859123,0.2702479945371296,-0.2771227055350003
61,0.125,31.0,1.0,0.0,1.0,3.0,1.0,0.0,-0.7319449412797823,-1.516944575674644,-1.0986591395643026,-0.7249399675890275,-1.3432965577042704,3.0,2.0,-0.8964093166939542,1.0,-1.070652429752647,-0.4816359213179015,-0.10289265912175524,-0.8879839976451234,0.5055857915157447,2.236129337419788,2.041498392065902,-0.575379778325086
62,0.125,82.0,1.0,0.0,1.0,3.0,2.0,0.0,-0.7319449412797823,-0.48166666690698173,-0.9146916255623165,-0.4821614772723269,-0.5921515503444191,0.0,2.0,-0.7026643217387523,4.0,-0.29684515019856733,-0.5795609498702134,-0.15648453766632273,0.15672352240514342,2.977338550037167,0.2004805612859123,-0.2128202956979901,-0.526513523968454
63,-1.5,21.0,1.0,0.0,0.0,4.0,1.0,0.0,0.7220085142947671,-0.00446825583438629,-0.6387403545593391,2.4311804065280715,-0.07345806700129942,3.0,2.0,-0.12142933687314662,1.0,0.07163450673194474,0.6608227451257457,-0.3976479911168774,-0.4402522033378662,-0.3183317946580628,-0.13879423473640035,-0.05179753228628352,-0.5748033742763184
64,-0.6875,23.0,1.0,0.0,0.0,3.0,1.0,0.0,-0.40150097410374824,0.06023661346359361,-1.6045698030697666,0.12478474851942314,-0.38659524398251616,3.0,2.0,-0.41204682930594944,0.0,-0.6284768414360304,1.0525228593349965,-0.26366829475545817,-0.490000180483117,1.3295033776895522,0.37011795929706864,0.4312707579488362,-0.3988080047192741
65,-0.6875,58.0,0.0,1.0,0.0,3.0,2.0,0.0,1.4820296387996468,0.9741928922975454,1.1089510284595396,1.1768248732251239,1.1983015106770163,2.0,2.0,0.6051143942088605,3.0,1.398161271681794,0.8566728022303711,2.9518444179186027,-0.2661342833294884,-2.069156665277404,0.539755357308225,0.4312707579488362,-0.026707168792626364
66,-1.5,68.0,1.0,0.0,0.0,4.0,1.0,0.0,0.7220085142947671,-0.00446825583438629,-0.6387403545593391,2.4311804065280715,-0.07345806700129942,3.0,2.0,-0.12142933687314662,1.0,0.10848247242499694,0.6608227451257457,-0.3976479911168774,-0.4402522033378662,-0.3183317946580628,-0.13879423473640035,-0.05179753228628352,-0.5748033742763184
67,0.125,20.0,1.0,1.0,1.0,2.0,1.0,0.0,-0.8641225281501954,-1.4037110544031803,-1.0066753825633112,-1.2104969482224286,-0.8553404659666688,3.0,2.0,-0.7026643217387523,4.0,-1.070652429752647,0.4323310118370169,-0.638811444567432,-0.09201636332111059,0.7115651880591966,-0.13879423473640035,-0.05179753228628352,-0.6982819305012026
68,-0.6875,80.0,1.0,0.0,0.0,4.0,0.0,0.0,-0.5336785609741613,-0.400785580284508,-1.0986591395643026,2.1479388344919235,1.031166943822011,3.0,2.0,-0.8479730679551537,1.0,-0.9969564983665441,-0.7427693307907354,-0.26366829475545817,-1.0869759062261266,-0.7302905877449666,0.37011795929706864,0.2702479945371296,-0.593120214048267
69,1.7499999999999998,108.0,1.0,0.0,1.0,0.0,1.0,0.0,-0.7319449412797823,-1.2419488811582329,-0.8227078685613219,0.7317309743111732,-0.6132835070732129,3.0,2.0,-0.4362649536753497,4.0,-0.481084978663825,0.46497268802112035,-0.3976479911168774,-0.3905042261926154,0.7115651880591966,-0.13879423473640035,-0.2128202956979901,-0.23229127951974152
70,1.7499999999999998,46.0,1.0,0.0,1.0,2.0,1.0,0.0,-0.4345453708213521,-0.1338779944303438,-0.2708053265553605,-1.776980092294728,-0.47112307089769123,3.0,2.0,-0.12142933687314662,1.0,0.10848247242499694,0.6608227451257457,-0.3976479911168774,-0.4402522033378662,-0.3183317946580628,0.030843163274755968,0.2702479945371296,-0.628857265071859
71,-0.6875,30.0,1.0,0.0,0.0,3.0,1.0,0.0,-0.40150097410374824,0.06023661346359361,-0.3627890835563552,0.12478474851942314,-0.5172291583059685,3.0,2.0,-0.41204682930594944,0.0,-0.6284768414360304,1.0525228593349965,-0.26366829475545817,-0.490000180483117,1.3295033776895522,0.37011795929706864,0.4312707579488362,-0.5845381982110603
72,0.9374999999999999,89.0,1.0,0.0,1.0,0.0,2.0,0.0,-0.08757920528651496,0.12494148276157122,-0.1788215695543724,-0.32030915039452745,0.7718202021504512,3.0,2.0,0.45980564799245904,4.0,1.1033775461373831,0.7913894498621626,-0.18328047693860647,0.256219476695645,-0.7302905877449666,-0.13879423473640035,-0.05179753228628352,0.5457260965279205
73,-0.6875,34.0,1.0,0.0,0.0,3.0,2.0,0.0,2.3246617550985325,2.0175589097274567,1.6608535704654945,-0.40123531383342864,2.867726092251724,0.0,3.0,3.172235577365285,4.0,1.1402255118304336,2.9783817541971436,-0.5048317482060128,1.748658791053169,-0.8332802860166925,-1.6655308168368073,-1.823047929815056,2.4134033043236007
74,0.125,55.0,1.0,0.0,1.0,3.0,1.0,0.0,-0.7319449412797823,-0.7566623614233906,-1.0066753825633112,0.2866370753972226,-1.1953728606027139,3.0,2.0,-0.7268824461081524,1.0,-0.6284768414360304,0.10591424999597458,-0.15648453766632273,-0.9128579862177488,0.09362699842884091,1.0486675513416939,1.0753618115956625,-0.782565011409889
75,-0.6875,87.0,0.0,0.0,0.0,3.0,1.0,0.0,-0.5336785609741613,-0.6757812748009169,-0.7307241115603272,-0.32030915039452745,-0.5729406805909703,3.0,2.0,-0.41204682930594944,3.0,-0.186301253119414,0.3017643071005999,3.35378350700286,-1.236219837661879,-1.348228777375322,1.557579745375163,0.914339048183956,-0.7058392280294891
